manufacturer_name,model_name,transmission,body_type,production_year,number_of_seat,odometer_value,color_body,engine_fuel,engine_type,engine_capacity,drivetrain,price,url
Hyundai,grand-i10,Số tự động,Hatchback,2014,5,68000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,318000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/ban-2014-mau-trang-nhap-khau-nguyen-chiec-gia-tot-aidxc2500663
Toyota,camry,Số tự động,Sedan,2014,5,40000,Đen,Xăng,,,,805000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/ban-doi-2014-xe-di-cuc-it-aidxc2501863
Honda,civic,Số tự động,Sedan,2007,5,910000,Đen,Xăng,,,FWD - Dẫn động cầu trước,300000000,http://oto.com.vn/mua-ban-xe-honda-civic-binh-duong/ban-2007-mau-den-chinh-chu-gia-chi-300-trieu-dong-aidxc2488029
Toyota,zace,Số tay,SUV,2000,8,100000,Xanh lam,Xăng,,,4WD - Dẫn động 4 bánh,139000000,http://oto.com.vn/mua-ban-xe-toyota-zace-hoa-binh/ban-o-to-san-xuat-nam-2000-mau-xanh-lam-nhap-khau-nguyen-chiec-nhu-moi-aidxc2498690
Mazda,cx-5,Số tự động,CUV,2018,5,,Đỏ,Xăng,,,,960000000,http://oto.com.vn/mua-ban-xe-mazda-cx-5-hcm/ban-xe-doi-2018-ban-full-25-mau-do-moi-aidxc2501862
Kia,forte,Số tay,Sedan,2010,5,,Đen,Loại khác,,,FWD - Dẫn động cầu trước,320000000,http://oto.com.vn/mua-ban-xe-kia-forte-bac-giang/can-ban-lai-xe-nam-san-xuat-2010-mau-den-so-san-aidxc2500661
Hyundai,elantra,Số tự động,Sedan,2017,5,40000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,578000000,http://oto.com.vn/mua-ban-xe-hyundai-elantra-hcm/ban-xe-doi-2017-mau-trang-gia-canh-tranh-aidxc2500760
Toyota,innova,Số tay,MPV,2018,7,74300,Xám (ghi),Xăng,,,RFD - Dẫn động cầu sau,710000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/gia-giam-20e-2018-mau-dong-so-san-ho-tro-vay-a-aid2419226
Toyota,fortuner,Số tay,SUV,2018,7,61000,Trắng,Diesel,,,RFD - Dẫn động cầu sau,995000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-sieu-dep-gia-cuc-yeu-g-2018-nhap-indo-trang-ngoc-trai-ho-tro-vay-70-aidxc2456586
Toyota,fortuner,Số tay,SUV,2016,7,78155,Bạc,Loại khác,,,,776000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-nam-san-xuat-2016-mau-bac-so-san-aidxc2500830
Toyota,zace,Số tay,SUV,2005,7,176000,Vàng,Xăng,,,RFD - Dẫn động cầu sau,290000000,http://oto.com.vn/mua-ban-xe-toyota-zace-hcm/ban-surf-mau-ghi-vang-nguyen-zin-aidxc2493074
Hyundai,grand-i10,Số tay,Sedan,2019,5,60000,Đỏ,Xăng,,,,378000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-hcm/ban-o-to-doi-2019-mau-do-so-san-378-trieu-aidxc2500832
Kia,spectra,Số tự động,Sedan,2004,5,,Trắng,Xăng,,,,105000000,http://oto.com.vn/mua-ban-xe-kia-spectra-can-tho/ban-xe-cu-nam-2004-nhap-khau-aidxc2501969
Toyota,yaris,Số tự động,Hatchback,2016,5,28000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,590000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-hcm/ban-15g-2017-mau-trang-giam-ngay-xxxxx-ho-tro-vay-ngan-hang-aid2394212
Ford,escape,Số tự động,SUV,2009,5,68000,Đen,Xăng,,,FWD - Dẫn động cầu trước,365000000,http://oto.com.vn/mua-ban-xe-ford-escape-hcm/ban-doi-2009-so-tu-dong-moi-90-lien-he-0903616317-phong-aidxc2482090
Ford,everest,Số tự động,SUV,2015,7,70000,Hồng,Loại khác,,,RFD - Dẫn động cầu sau,616000000,http://oto.com.vn/mua-ban-xe-ford-everest-ha-noi/can-ban-gap-san-xuat-2015-mau-hong-so-tu-dong-gia-tot-aidxc2500847
Chevrolet,captiva,,SUV,2015,7,,Trắng,Xăng,,,,550000000,http://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/xe-2015-mau-trang-gia-chi-550-trieu-aidxc2501767
BMW,5-series,Số tự động,Sedan,2012,5,41834,Trắng,Xăng,,,RFD - Dẫn động cầu sau,990000000,http://oto.com.vn/mua-ban-xe-bmw-5-series-ha-noi/can-ban-520i-san-xuat-nam-2012-mau-trang-xe-nhap-aid2383059
Toyota,innova,Số tay,MPV,2017,8,48000,Bạc,Xăng,,,RFD - Dẫn động cầu sau,635000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/ban-xe-e-2017-moi-90-mot-doi-chu-lien-he-0913715808-thanh-aid2423262
Toyota,fortuner,Số tay,SUV,2015,7,73700,Bạc,Diesel,,,RFD - Dẫn động cầu sau,830000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/giam-cuoi-nam-duoi-8xx-g-2015-mau-bac-may-dau-ho-tro-vay-ngan-hang-aidxc2465240
Hyundai,getz,Số tay,Sedan,2008,5,55401,Xanh lam,Xăng,,,FWD - Dẫn động cầu trước,205000000,http://oto.com.vn/mua-ban-xe-hyundai-getz-dak-lak/ban-nam-san-xuat-2008-mau-xanh-lam-xe-nhap-gia-tot-aidxc2501243
Toyota,corolla-altis,Số tự động,Sedan,2018,5,23000,Đen,,,,FWD - Dẫn động cầu trước,730000000,http://oto.com.vn/mua-ban-xe-toyota-corolla-altis-ha-noi/can-ban-xe-18g-nam-san-xuat-2018-mau-nau-aidxc2459403
Toyota,sienna,,,2007,0,120000,Màu khác,,,,,660000000,http://oto.com.vn/mua-ban-xe-toyota-sienna-ha-noi/ban-nam-2007-nhap-khau-my-1-chu-su-dung-lh-0974116258-0822555666-aidxc2499521
Audi,q7,Số tự động,SUV,2011,7,68000,Bạc,Xăng,,,4WD - Dẫn động 4 bánh,1080000000,http://oto.com.vn/mua-ban-xe-audi-q7-ha-noi/quattro-tfsi-30turbo-doi-2011-mau-bac-dep-xuat-sac-aidxc2466532
Mazda,3,Số tự động,Hatchback,2018,5,20000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,650000000,http://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/can-ban-xe-doi-2018-mau-trang-chinh-chu-aidxc2501206
Ford,everest,Số tay,SUV,2015,7,36000,Trắng,Diesel,,,FWD - Dẫn động cầu trước,665000000,http://oto.com.vn/mua-ban-xe-ford-everest-phu-tho/ban-san-xuat-nam-2015-mau-trang-chinh-chu-aid2260545
Chevrolet,cruze,Số tay,Sedan,2016,5,40000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-chevrolet-cruze-binh-duong/ban-16ls-san-xuat-2016-xe-mot-chu-dang-ky-gia-370-trieu-aid2406843
Veam,vt651,,Truck,2017,2,65000,Trắng,,,,,380000000,http://oto.com.vn/mua-ban-xe-veam-vt651-ha-noi/ban-nam-san-xuat-2017-gia-chi-380-trieu-aidxc2484051
Toyota,yaris,Số tự động,Hatchback,2016,5,24000,Trắng,Xăng,,1299,,530000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-binh-duong/ban-xe-15at-san-xuat-2016-xe-nhap-thai-ban-lai-530-trieu-aid2294403
Ford,everest,Số tay,SUV,2005,7,8686,Nâu,Diesel,,36,FWD - Dẫn động cầu trước,232000000,http://oto.com.vn/mua-ban-xe-ford-everest-phu-tho/can-ban-xe-doi-2005-mau-nau-moi-95-gia-232-trieu-dong-aidxc2491136
Toyota,land-cruiser,,SUV,2016,5,4600,Bạc,,,,,3.18e+09,http://oto.com.vn/mua-ban-xe-toyota-land-cruiser-ha-noi/ban-xe-sx-2016-mau-bac-xe-dep-da-len-phom-trung-dong-aidxc2470062
Toyota,innova,Số tay,MPV,2015,8,67000,Bạc,Xăng,,,4WD - Dẫn động 4 bánh,453000000,http://oto.com.vn/mua-ban-xe-toyota-innova-da-nang/ban-2015-mau-bac-453-trieu-aidxc2500863
Hyundai,hd,Số tay,Truck,2017,3,100000,Trắng,Diesel,,,RFD - Dẫn động cầu sau,432000000,http://oto.com.vn/mua-ban-xe-hyundai-hd-ha-noi/ban-do-thanh-doi-2017-mau-trang-6300kg-aidxc2461021
Mitsubishi,xpander,Số tay,MPV,2018,8,49500,Trắng,Xăng,,,,558000000,http://oto.com.vn/mua-ban-xe-mitsubishi-xpander-hcm/can-ban-gap-san-xuat-nam-2018-mau-trang-nhap-khau-so-san-aidxc2500828
Chevrolet,trax,Số tự động,SUV,2017,5,100000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-chevrolet-trax-hcm/can-ban-xe-so-tu-dong-2017-mau-trang-nhap-khau-aidxc2461215
Toyota,camry,Số tự động,Sedan,2015,5,40000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,878000000,http://oto.com.vn/mua-ban-xe-toyota-camry-binh-duong/ban-o-to-25q-san-xuat-2015-xe-khong-kinh-doanh-bien-tp-gia-878tr-aid2392499
Toyota,camry,Số tay,Sedan,2001,5,210000,Xanh lục,Xăng,,,FWD - Dẫn động cầu trước,210000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/can-ban-xli-doi-2001-mau-xanh-luc-aidxc2456261
Hyundai,grand-i10,Số tự động,Hatchback,2016,5,30000,,Xăng,,,,350000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/nhan-nut-khoi-dong-cuoc-song-2016-tu-dong-cam-aidxc2450872
Lexus,rx,Số tự động,SUV,2016,5,29000,Đen,Xăng,,,4WD - Dẫn động 4 bánh,3.39e+09,http://oto.com.vn/mua-ban-xe-lexus-rx-hcm/ban-nam-2016-mau-den-nhap-khau-aidxc2501078
Mazda,bt-50,,Pick-up Truck,2015,5,600000,Đỏ,,,,,445000000,http://oto.com.vn/mua-ban-xe-mazda-bt-50-ha-noi/ban-xe-doi-2015-mau-do-nhap-khau-thai-lan-gia-tot-aidxc2492367
Toyota,vios,Số tay,Sedan,2009,5,60000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,325000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-15e-nam-san-xuat-2009-mau-bac-xe-xuat-sac-luot-dung-6van-km-aid2406955
Hyundai,county,Số tay,Van/Minivan,2009,29,500000,Kem (Be),Diesel,,,,450000000,http://oto.com.vn/mua-ban-xe-hyundai-county-vinh-long/ban-2009-3-cuc-mau-kem-chi-chay-hop-dong-aidxc2457926
Kia,rondo,Số tự động,MPV,2015,8,46740,Nâu,Xăng,,,,586000000,http://oto.com.vn/mua-ban-xe-kia-rondo-hcm/can-ban-lai-xe-doi-2015-mau-nau-so-tu-dong-gia-tot-aidxc2500815
Hino,fc,Số tay,Truck,2017,3,30000,Trắng,Diesel,,5123,RFD - Dẫn động cầu sau,850000000,http://oto.com.vn/mua-ban-xe-hino-fc-hcm/can-ban-xe-tai-9jlsw-2017-mui-bat-thung-dia-67m-chay-30000-km-aidxc2455491
Kia,rio,Số tự động,Hatchback,2015,5,41000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,458000000,http://oto.com.vn/mua-ban-xe-kia-rio-hcm/hatchback-14at-2015-co-kiem-dinh-chat-luong-tra-go-70-aidxc2462824
Hyundai,tucson,Số tự động,CUV,2011,5,80000,Màu khác,Xăng,,,FWD - Dẫn động cầu trước,535000000,http://oto.com.vn/mua-ban-xe-hyundai-tucson-ha-noi/ban-o-to-san-xuat-2011-nhap-khau-nguyen-chiec-535-trieu-aidxc2487511
Chevrolet,spark,Số tay,Hatchback,2014,5,109000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,185000000,http://oto.com.vn/mua-ban-xe-chevrolet-spark-ben-tre/ban-sx-2014-mau-trang-cuc-dep-gia-re-aidxc2491579
Mazda,3,Số tự động,Hatchback,2019,5,8000,Đỏ,Xăng,,,FWD - Dẫn động cầu trước,690000000,http://oto.com.vn/mua-ban-xe-mazda-3-ha-noi/hatchback-do-pha-le-2019-sieu-chatlh-096464999-07979999-aidxc2501859
Ford,escape,Số tự động,SUV,2004,5,60000,Đỏ,,,,,179000000,http://oto.com.vn/mua-ban-xe-ford-escape-hai-duong/ban-mau-do-dep-me-li-voi-noi-that-con-zin-nguyen-gia-vo-cung-re-chi-179tr-aidxc2492282
Kia,cerato,Số tự động,Sedan,2018,5,19000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,605000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/ban-o-to-16-san-xuat-nam-2018-mau-trang-chinh-chu-605-trieu-aidxc2500942
Hyundai,santa-fe,Số tự động,SUV,2018,7,19000,Nâu,Diesel,,,,1120000000,http://oto.com.vn/mua-ban-xe-hyundai-santa-fe-hcm/ban-22-full-may-dau-san-xuat-2018-odo-19000km-aid2419331
Mercedes-Benz,c-class,Số tự động,Sedan,2015,5,30000,Trắng,Xăng,,1990,RFD - Dẫn động cầu sau,1288000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/chinh-chu-ban-xe-mercedes-c250-exclusive-2016-mau-trang-noi-that-kem-con-bh-than-vo-aidxc2465018
Honda,cr-v,Số tay,SUV,2015,5,50000,Xám (ghi),Xăng,,,,810000000,http://oto.com.vn/mua-ban-xe-honda-cr-v-ha-noi/ban-crv-24-full-option-nam-san-xuat-2015-gia-tot-aid2427622
Mercedes-Benz,gl-class,Số tự động,SUV,2015,7,35000,Nâu,,,,,3.95e+09,http://oto.com.vn/mua-ban-xe-mercedes-benz-gl-class-ha-noi/can-ban-mercedes-gl500-doi-2016-mau-nau-nhap-khau-aid2392727
Mercedes-Benz,s-class,Số tự động,Sedan,2019,5,3500,Xanh lam,Xăng,,,RFD - Dẫn động cầu sau,4.168e+09,http://oto.com.vn/mua-ban-xe-mercedes-benz-s-class-ha-noi/ban-mercedes-s450l-2019-xanh-cavansite-noi-that-kem-chinh-chu-chay-luot-bien-dep-aidxc2485628
Ford,everest,Số tay,SUV,2015,7,25000,Bạc,Diesel,,,RFD - Dẫn động cầu sau,578000000,http://oto.com.vn/mua-ban-xe-ford-everest-hcm/can-ban-xe-25l-doi-2015-mt-mau-ghi-bac-gia-dinh-it-su-dung-con-rat-moi-aidxc2491694
Honda,civic,Số tự động,Sedan,2011,5,60000,Đen,Xăng,,,FWD - Dẫn động cầu trước,425000000,http://oto.com.vn/mua-ban-xe-honda-civic-ha-noi/ban-xe-18-vti-at-nam-san-xuat-2011-mau-den-loi-bieu-xe-moi-that-aidxc2461178
Toyota,fortuner,Số tay,SUV,2017,7,55000,Nâu,Diesel,,,RFD - Dẫn động cầu sau,885000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/ban-25-g-2017-mau-nau-xe-nhap-aidxc2499820
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Toyota,camry,Số tự động,Sedan,2012,5,82000,Trắng,Xăng,,,,690000000,http://oto.com.vn/mua-ban-xe-toyota-camry-soc-trang/ban-25q-2012-mau-trang-aid2379114
Toyota,innova,Số tự động,MPV,2017,7,77000,Vàng,Xăng,,,RFD - Dẫn động cầu sau,790000000,http://oto.com.vn/mua-ban-xe-toyota-innova-hcm/g-2017-ho-tro-chi-phi-thu-tuc-sang-ten-gia-thoa-thuan-aid2354342
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Toyota,innova,Số tay,MPV,2012,8,,Bạc,Xăng,,,,360000000,http://oto.com.vn/mua-ban-xe-toyota-innova-dong-nai/can-ban-xe-cu-doi-2012-360tr-aidxc2501726
Ford,ranger,Số tự động,Pick-up Truck,2017,5,20000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,600000000,http://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/ban-xe-xls-doi-cuoi-2017-so-tu-dong-22-nhap-khau-thai-lan-aid2353331
Toyota,innova,Số tự động,MPV,2009,8,,Đen,Xăng,,,RFD - Dẫn động cầu sau,326000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-nam-san-xuat-2009-mau-den-nhu-moi-326tr-aidxc2501087
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Hyundai,starex,Số tay,Van/Minivan,2016,9,70000,Bạc,Diesel,,,,720000000,http://oto.com.vn/mua-ban-xe-hyundai-starex-vinh-phuc/can-ban-25-doi-2016-mau-bac-xe-nhap-aid2301315
Audi,a6,Số tự động,Sedan,2013,5,69999,Trắng,Xăng,,,RFD - Dẫn động cầu sau,1139000000,http://oto.com.vn/mua-ban-xe-audi-a6-ha-noi/can-ban-xe-san-xuat-nam-2013-mau-trang-xe-nhap-aidxc2450900
Mercedes-Benz,c-class,Số tự động,Sedan,2015,5,50000,Đen,Xăng,,,,1230000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/ban-mecerdes-benz-c250-exclusive-2015-mau-den-aidxc2492231
Toyota,innova,Số tay,SUV,2007,7,190000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,315000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-o-to-20g-san-xuat-nam-2007-mau-vang-lien-he-0916822299-aidxc2501913
Chevrolet,cruze,Số tay,Sedan,2018,5,35000,Đỏ,Xăng,,,FWD - Dẫn động cầu trước,448000000,http://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/ban-16lt-nam-san-xuat-2018-mau-do-gia-chi-448-trieu-aidxc2491539
Mercedes-Benz,glc-class,Số tự động,SUV,2018,5,25000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1568000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-glc-class-ha-noi/ban-xe-glc-200-san-xuat-2018-aidxc2452148
Ford,focus,Số tự động,Sedan,2005,5,102000,Đen,Xăng,,,FWD - Dẫn động cầu trước,259000000,http://oto.com.vn/mua-ban-xe-ford-focus-hcm/can-ban-lai-xe-mondeo-nam-2005-mau-den-nhap-khau-gia-259-trieu-dong-aidxc2475889
Hyundai,accent,Số tự động,Sedan,2018,5,20000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,520000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-ha-noi/ban-2018-gia-dinh-su-dung-chay-zin-2-van-km-bien-thanh-pho-aid2428431
Mercedes-Benz,c-class,Số tự động,Sedan,2017,5,30000,Xanh lam,Xăng,,,,1490000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/ban-mercedes-c250-exclusive-model-2018-mau-xanh-sieu-chat-aid2280795
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Hyundai,starex,Số tay,Van/Minivan,2015,9,80000,Xám (ghi),Diesel,,,FWD - Dẫn động cầu trước,750000000,http://oto.com.vn/mua-ban-xe-hyundai-starex-ha-noi/ban-9-cho-2016-mau-xam-ghi-xe-nhap-lh-0916822299-aidxc2488426
Hyundai,grand-i10,Số tự động,Hatchback,2017,5,25000,Đỏ,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-hyundai-grand-i10-ha-noi/can-ban-huyndai-nam-2018-aidxc2464858
Ford,transit,,Van/Minivan,2017,16,50000,Bạc,,,,,0,http://oto.com.vn/mua-ban-xe-ford-transit-ha-noi/can-ban-lo-03-xe-san-xuat-2014-2016-2017-aidxc2474088
Toyota,vios,Số tay,Sedan,2010,5,98500,Bạc,Xăng,,,FWD - Dẫn động cầu trước,300000000,http://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/can-ban-xe-e-doi-2010-mau-bac-aidxc2485031
Ford,focus,Số tự động,Sedan,2018,5,59000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,559000000,http://oto.com.vn/mua-ban-xe-ford-focus-hcm/can-ban-xe-nam-2018-mau-trang-con-moi-gia-tot-559-trieu-dong-aidxc2483897
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Suzuki,vitara,Số tự động,SUV,2016,5,32000,Xanh lam,Xăng,,,FWD - Dẫn động cầu trước,655000000,http://oto.com.vn/mua-ban-xe-suzuki-vitara-ha-noi/can-ban-xe-doi-2016-mau-xanh-lam-xe-nhap-aidxc2498713
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Hyundai,elantra,Số tự động,Sedan,2017,5,51000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,620000000,http://oto.com.vn/mua-ban-xe-hyundai-elantra-ha-noi/can-ban-20-doi-2017-mau-trang-aidxc2500756
Kia,sorento,Số tự động,SUV,2016,5,80000,Xám (ghi),Xăng,,,,620000000,http://oto.com.vn/mua-ban-xe-kia-sorento-hcm/ban-2016-so-tu-dong-aidxc2473341
Ford,transit,Số tay,Van/Minivan,2014,16,100000,Bạc,Diesel,,,,430000000,http://oto.com.vn/mua-ban-xe-ford-transit-vinh-phuc/ban-san-xuat-2014-mau-bac-gia-450tr-aid2328549
Honda,city,,Sedan,2018,5,12000,Đỏ,Xăng,,,,555000000,http://oto.com.vn/mua-ban-xe-honda-city-ha-noi/can-ban-gap-nam-2018-mau-do-gia-tot-aidxc2498678
Toyota,yaris,Số tự động,Sedan,2007,5,,Vàng,Xăng,,,FWD - Dẫn động cầu trước,309000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-2007-nhap-khau-nguyen-chiec-chinh-chu-gia-chi-309-trieu-aidxc2498698
Kia,optima,Số tự động,Sedan,2016,5,38000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,789000000,http://oto.com.vn/mua-ban-xe-kia-optima-ha-noi/ban-doi-2016-mau-trang-gia-canh-tranh-aidxc2500736
BMW,7-series,Số tự động,Sedan,2006,5,86000,Đen,Xăng,,,4WD - Dẫn động 4 bánh,490000000,http://oto.com.vn/mua-ban-xe-bmw-7-series-hcm/745i-nhap-duc-2006-full-do-choi-loai-cao-cap-cua-hit-nang-ha-gam-aid2386833
Chevrolet,cruze,Số tay,Sedan,2012,5,10200,Trắng,Xăng,,,,295000000,http://oto.com.vn/mua-ban-xe-chevrolet-cruze-thua-thien-hue/2012-so-san-dk-2013-16-zin-cop-lh-0899877765-aidxc2467837
Thaco,kia,,Truck,2016,3,60000,Xanh lam,,,,,240000000,http://oto.com.vn/mua-ban-xe-thaco-kia-ha-noi/ban-o-to-san-xuat-2016-mau-xanh-lam-aidxc2483390
Honda,civic,Số tự động,Sedan,2018,5,21000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,720000000,http://oto.com.vn/mua-ban-xe-honda-civic-thanh-hoa/ban-e-nam-2018-mau-trang-xe-nhap-aidxc2483174
Hyundai,tucson,Số tự động,SUV,2009,5,68000,Đen,Loại khác,,,FWD - Dẫn động cầu trước,535000000,http://oto.com.vn/mua-ban-xe-hyundai-tucson-ha-noi/can-ban-doi-2009-mau-den-xe-nhap-aidxc2500769
Kia,morning,Số tay,Hatchback,2017,5,,Trắng,Loại khác,,,FWD - Dẫn động cầu trước,272000000,http://oto.com.vn/mua-ban-xe-kia-morning-thai-nguyen/ban-doi-2017-mau-trang-xe-gia-dinh-gia-272tr-aidxc2500759
Toyota,vios,Số tay,Sedan,2018,5,52000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,500000000,http://oto.com.vn/mua-ban-xe-toyota-vios-hcm/ban-e-mt-2018-form-moi-mau-trang-con-rat-moi-aidxc2485666
Toyota,yaris,Số tự động,Hatchback,2007,5,90000,Trắng,Xăng,,,FWD - Dẫn động cầu trước,285000000,http://oto.com.vn/mua-ban-xe-toyota-yaris-ha-noi/ban-o-to-doi-2007-mau-trang-nhap-khau-chinh-chu-aidxc2501246
Toyota,fortuner,Số tay,SUV,2018,7,20000,Trắng,Diesel,,,FWD - Dẫn động cầu trước,919000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-dau-nhap-khau-2018-dep-nhat-viet-nam-aidxc2493040
Toyota,fortuner,Số tay,SUV,2017,7,42000,Nâu,Diesel,,,RFD - Dẫn động cầu sau,990000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/giam-vai-chuc-la-chuyen-nho-alo-ngay-a-g-2017-mau-nau-may-dau-ho-tro-vay-aid2402559
Ford,focus,Số tay,Sedan,2010,5,68000,Đen,Xăng,,,,285000000,http://oto.com.vn/mua-ban-xe-ford-focus-hcm/18-dang-ky-t10-2010-mau-den-lien-he-chinh-chu-0913992465-thanh-aidxc2440316
Kia,cerato,Số tay,Sedan,2018,5,21000,Đen,Xăng,,,FWD - Dẫn động cầu trước,498000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/ban-xe-nam-san-xuat-2018-mau-den-so-san-gia-498tr-aidxc2500685
Thaco,ollin,,Truck,2014,3,80000,Xanh lam,,,,,217000000,http://oto.com.vn/mua-ban-xe-thaco-ollin-ha-noi/can-ban-xe-nam-2014-mau-xanh-lam-aidxc2495205
Hyundai,avante,Số tay,Sedan,2016,5,,Đen,Xăng,,,FWD - Dẫn động cầu trước,410000000,http://oto.com.vn/mua-ban-xe-hyundai-avante-binh-duong/hoan-tien-neu-xe-khong-dat-chuan-16-at-doi-2016-mau-den-aidxc2499422
Hyundai,accent,,Sedan,2015,5,18000,Đen,Xăng,,,,469000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-ha-noi/ban-xe-dang-ky-lan-dau-2015-mau-den-it-su-dung-gia-chi-469-trieu-dong-aidxc2495400
Toyota,fortuner,Số tự động,SUV,2014,7,68000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,655000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-xe-v-27-may-xang-t62014-lien-he-0913715808-0942892465-thanh-aid2264427
Toyota,corolla-altis,Số tự động,Sedan,2016,5,95500,Bạc,Xăng,,,FWD - Dẫn động cầu trước,660000000,http://oto.com.vn/mua-ban-xe-toyota-corolla-altis-hcm/giam-gia-don-tet-altis-18g-2016-mau-bac-so-tu-dong-mau-bac-ho-tro-vay-tra-gop-aidxc2469241
Toyota,vios,Số tự động,Sedan,2017,5,31000,Bạc,Xăng,,,FWD - Dẫn động cầu trước,485000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-lai-xe-15e-at-2017-mau-bac-aidxc2500628
Toyota,vios,Số tay,Sedan,2007,5,,Trắng,Xăng,,,FWD - Dẫn động cầu trước,185000000,http://oto.com.vn/mua-ban-xe-toyota-vios-an-giang/ban-2007-mau-trang-gia-tot-aidxc2498705
